,Accident Number,Date and Time,Number of Motor Vehicles,Number of Injuries,Number of Fatalities,Property Damage,Hit and Run,Reporting Officer,Collision Type Code,Collision Type Description,Weather Code,Weather Description,Illumination Code,Illumination Description,Harmful Code,Harmful Code Description,Street Address,City,State,ZIP,RPA,Precinct,Latitude,Longitude,Mapped Location,month_year,Year,Month
233233,20171059587,12/4/2017 0:09,1,0,0,,N,109535,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),BRILEY PKWYN & BRILEY PKWY N EXT RAMP,NASHVILLE,TN,37214,9294,HERMIT,36.1977,-86.688,"(36.1977, -86.688)",2017-12,2017,12
233237,20171059921,12/4/2017 3:36,1,0,0,,N,169414,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),MURFREESBORO & HURRICANE CREEK,ANTIOCH,TN,37013,8903,SOUTH,36.0293,-86.5903,"(36.0293, -86.5903)",2017-12,2017,12
233329,20171062279,12/4/2017 20:00,2,0,0,,N,224946,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),SPRINGFIELD HWY & WILLIAMSON RD,GOODLETTSVILLE,TN,37072,2221,MADISO,36.3572,-86.7247,"(36.3572, -86.7247)",2017-12,2017,12
233535,20171068766,12/6/2017 19:33,1,0,0,,N,876599,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),OLD HICKORY BLVD & BELLE FOREST CONDOS P,NASHVILLE,TN,37205,4903,WEST,36.0773,-86.9202,"(36.0773, -86.9202)",2017-12,2017,12
233561,20171070596,12/7/2017 7:53,1,0,0,,N,140790,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),CHANDLER RD & CHANDLER GROVE DR,HERMITAGE,TN,37076,9513,HERMIT,36.2001,-86.5827,"(36.2001, -86.5827)",2017-12,2017,12
233647,20171072889,12/8/2017 0:40,1,0,0,,N,197076,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),LEESA ANN LN & TULIP GROVE RD,HERMITAGE,TN,37076,9525,HERMIT,36.2051,-86.5901,"(36.2051, -86.5901)",2017-12,2017,12
233716,20171075027,12/8/2017 17:12,1,0,0,,N,110059,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),MCCRORY LN & BEAUTIFUL VALLEY DR,NASHVILLE,TN,37221,4713,WEST,36.0831,-87.024,"(36.0831, -87.024)",2017-12,2017,12
233835,20171078667,12/10/2017 2:32,1,0,0,,N,240966,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),FRANKLIN PKE & NORWOOD DR,NASHVILLE,TN,37204,7013,MIDTOW,36.0988,-86.7721,"(36.0988, -86.7721)",2017-12,2017,12
234093,20171086184,12/12/2017 0:00,1,0,0,,N,197070,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),CLARKSVILLE PKE & CLARKSVILLE PKE SB EXT,NASHVILLE,TN,37218,3219,NORTH,36.2312,-86.833,"(36.2312, -86.833)",2017-12,2017,12
234206,20171089792,12/13/2017 17:40,1,0,0,,N,206681,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),MCGAVOCK PKE & CENTURY BLVD,NASHVILLE,TN,37214,9115,HERMIT,36.177,-86.5869,"(36.177, -86.5869)",2017-12,2017,12
234333,20171093704,12/14/2017 0:00,1,0,0,,N,197070,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,7,Dark-Unknown Lighting,50,DEER (ANIMAL),UNION HILL RD & PIPER CT,WHITES CREEK,TN,37189,2211,NORTH,36.3247,-86.8592,"(36.3247, -86.8592)",2017-12,2017,12
234240,20171091577,12/14/2017 5:55,1,0,0,,N,169413,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),ASHLAND CITY HWY & BULL RUN RD,NASHVILLE,TN,37218,3325,NORTH,36.2114,-86.9212,"(36.2114, -86.9212)",2017-12,2017,12
234455,20171098257,12/16/2017 7:15,1,0,0,,N,591933,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),TRANHAM RD & LAWS RD,WHITES CREEK,TN,37189,3303,NORTH,36.2917,-86.8333,"(36.2917, -86.8333)",2017-12,2017,12
234473,20171098871,12/16/2017 13:22,1,0,0,,N,225886,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,1,DAYLIGHT,50,DEER (ANIMAL),ROLLING MILL RD & LOUVIERS LN,OLD HICKORY,TN,37138,9731,HERMIT,36.2398,-86.6194,"(36.2398, -86.6194)",2017-12,2017,12
234497,20171099272,12/16/2017 17:14,1,0,0,,N,279232,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,3,DARK - LIGHTED,50,DEER (ANIMAL),OLD CHARLOTTE PKE & GOWER RD,NASHVILLE,TN,37221,4709,WEST,36.1221,-86.9311,"(36.1221, -86.9311)",2017-12,2017,12
234530,20171100185,12/17/2017 1:08,1,0,0,,N,197060,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),500 MYATT DR,MADISON,TN,37115,1715,MADISO,36.2799,-86.6913,"(36.2799, -86.6913)",2017-12,2017,12
234536,20171100657,12/17/2017 5:00,1,0,0,,N,332253,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,3,DARK - LIGHTED,50,DEER (ANIMAL),DICKERSON PKE & SKYLINE COMMONS PVTDR,NASHVILLE,TN,37207,2011,MADISO,36.2475,-86.7568,"(36.2475, -86.7568)",2017-12,2017,12
234605,20171102309,12/18/2017 0:07,1,0,0,Y,N,151122,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,3,DARK - LIGHTED,30;50;63,UTILITY POLE;DEER (ANIMAL);Ran Off Road-Right,ANDERSON & OLD ANDERSON,ANTIOCH,TN,37013,8997,SOUTH,36.0843,-86.6056,"(36.0843, -86.6056)",2017-12,2017,12
235029,20171112582,12/21/2017 1:30,1,0,0,,N,226175,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,18;50;63,OTHER OBJECT (NOT FIXED);DEER (ANIMAL);Ran Off Road-Right,HIGHWAY 70 & HARPETH RIV RIVERWALK GRNWY,NASHVILLE,TN,37221,4713,WEST,36.092,-87.0134,"(36.092, -87.0134)",2017-12,2017,12
235063,20171113756,12/21/2017 12:27,1,0,0,,N,191578,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,1,DAYLIGHT,50,DEER (ANIMAL),BELL RD & REELFOOT CIR,NASHVILLE,TN,37214,8989,HERMIT,36.1373,-86.6292,"(36.1373, -86.6292)",2017-12,2017,12
235244,20171118050,12/22/2017 17:27,1,0,0,,N,240989,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),OLD HICKORY BLVD & COBBLESTONE CREEK DR,WHITES CREEK,TN,37189,2015,MADISO,36.2783,-86.7891,"(36.2783, -86.7891)",2017-12,2017,12
235386,20171122722,12/24/2017 20:46,1,0,0,,N,256383,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,4,SNOW,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),HIGHWAY 100 & OLD HICKORY BLVD,NASHVILLE,TN,37221,6213,WEST,36.0609,-86.9153,"(36.0609, -86.9153)",2017-12,2017,12
235641,20171134177,12/29/2017 11:27,2,0,0,,N,224955,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,1,DAYLIGHT,50,DEER (ANIMAL),BRILEY PKWYW & BRILEY PKWYE,NASHVILLE,TN,37218,3216,NORTH,36.2254,-86.8638,"(36.2254, -86.8638)",2017-12,2017,12
235750,20171137272,12/30/2017 17:35,1,0,0,,N,169425,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),BATTLE RD & CAROTHERS RD,NOLENSVILLE,TN,37135,8773,SOUTH,35.9849,-86.6262,"(35.9849, -86.6262)",2017-12,2017,12
235864,20180001557,1/1/2018 16:42,1,0,0,,N,596389,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,5,DUSK,50,DEER (ANIMAL),HIGHWAY 100 & HIGHWAY 96,NASHVILLE,TN,37221,4805,WEST,36.0128,-87.0451,"(36.0128, -87.0451)",2018-01,2018,1
235992,20180007458,1/3/2018 9:02,2,0,0,,N,633367,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),UNA ANTIOCH PKE & ANTIOCH WOODS CT,ANTIOCH,TN,37013,8861,SOUTH,36.0606,-86.6664,"(36.0606, -86.6664)",2018-01,2018,1
236053,20180008925,1/3/2018 17:33,1,0,0,,N,226827,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),TWIN HILLS DR & PAULA DR,MADISON,TN,37115,1721,MADISO,36.2982,-86.6884,"(36.2982, -86.6884)",2018-01,2018,1
236302,20180017418,1/6/2018 1:20,1,0,0,,N,660929,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),MM 74 8 I 65,NASHVILLE,TN,37220,7111,MIDTOW,36.0417,-86.7824,"(36.0417, -86.7824)",2018-01,2018,1
236414,20180023120,1/8/2018 6:45,1,0,0,,N,299269,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,4,DAWN,50,DEER (ANIMAL),PIN HOOK RD & GROVEDALE TRC,ANTIOCH,TN,37013,8927,SOUTH,36.05,-86.606,"(36.05, -86.606)",2018-01,2018,1
236497,20180024601,1/8/2018 17:31,1,0,0,,N,725756,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,1,DAYLIGHT,50,DEER (ANIMAL),HIGHWAY 100 & TRACE CREEK DR,NASHVILLE,TN,37221,4807,WEST,36.0481,-86.9409,"(36.0481, -86.9409)",2018-01,2018,1
236584,20180027623,1/9/2018 15:52,1,0,0,,N,240967,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,1,DAYLIGHT,50,DEER (ANIMAL),BELL RD & REELFOOT CIR,NASHVILLE,TN,37214,8989,HERMIT,36.1373,-86.6292,"(36.1373, -86.6292)",2018-01,2018,1
236589,20180027734,1/9/2018 16:15,1,0,0,,N,240943,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),BELL RD & BRENTRIDGE DR,ANTIOCH,TN,37013,8755,SOUTH,36.0465,-86.6834,"(36.0465, -86.6834)",2018-01,2018,1
236723,20180032821,1/10/2018 21:40,1,0,0,,N,298871,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),HIGHWAY 70 & HARPETH RIV RIVERWALK GRNWY,NASHVILLE,TN,37221,4713,WEST,36.092,-87.0134,"(36.092, -87.0134)",2018-01,2018,1
236722,20180032816,1/10/2018 22:02,1,0,0,,N,256386,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),OLD HICKORY BLVD & CLEVELAND HALL BLVD,OLD HICKORY,TN,37138,9717,HERMIT,36.2281,-86.6251,"(36.2281, -86.6251)",2018-01,2018,1
237107,20180045968,1/15/2018 7:57,1,0,0,,N,279111,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),BELL RD & WOODLAND POINTE DR,NASHVILLE,TN,37214,8943,HERMIT,36.1227,-86.6305,"(36.1227, -86.6305)",2018-01,2018,1
237109,20180046056,1/15/2018 8:06,1,0,0,,N,225805,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),OLD HICKORY BLVD & PRATT PROPERTY PVTDR,ANTIOCH,TN,37013,8757,SOUTH,36.0339,-86.6913,"(36.0339, -86.6913)",2018-01,2018,1
237564,20180059577,1/18/2018 23:30,1,0,0,,N,191575,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),OLD HICKORY BLVD & HILLS LN,OLD HICKORY,TN,37138,9739,HERMIT,36.2057,-86.6224,"(36.2057, -86.6224)",2018-01,2018,1
237684,20180063062,1/19/2018 20:44,1,0,0,,N,887592,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),COCKRILL BEND BLVD & CENTENNIAL BLVD,NASHVILLE,TN,37209,4653,WEST,36.1898,-86.898,"(36.1898, -86.898)",2018-01,2018,1
237746,20180065389,1/20/2018 18:20,1,0,0,,N,256420,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),OLD HICKORY BLVD & ASHLAND CITY HWY,NASHVILLE,TN,37218,3235,NORTH,36.2115,-86.921,"(36.2115, -86.921)",2018-01,2018,1
237768,20180066228,1/20/2018 22:43,1,0,0,,N,212310,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),ASHLAND CITY HWY & OLD HICKORY BLVD,NASHVILLE,TN,37218,3235,NORTH,36.2115,-86.921,"(36.2115, -86.921)",2018-01,2018,1
237900,20180071823,1/22/2018 23:40,1,0,0,,N,493301,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),OLD HICKORY BLVD & MIDDLETON PARK LN,NASHVILLE,TN,37215,6205,WEST,36.0503,-86.8747,"(36.0503, -86.8747)",2018-01,2018,1
237908,20180072717,1/23/2018 7:16,1,0,0,,N,191578,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),HESSEY RD & HESSEY PASS,MOUNT JULIET,TN,37122,9551,HERMIT,36.1473,-86.5688,"(36.1473, -86.5688)",2018-01,2018,1
237959,20180074528,1/23/2018 17:37,1,0,0,,N,256423,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),GREENBRIER RD & WHITES CREEK PKE,JOELTON,TN,37080,2311,NORTH,36.3522,-86.869,"(36.3522, -86.869)",2018-01,2018,1
238069,20180080064,1/25/2018 3:45,1,0,0,,N,192379,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),BUENA VISTA PKE & DRY FORK RD,NASHVILLE,TN,37207,3221,NORTH,36.2459,-86.829,"(36.2459, -86.829)",2018-01,2018,1
238263,20180086350,1/26/2018 0:00,1,0,0,,N,197070,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,7,Dark-Unknown Lighting,50,DEER (ANIMAL),WHITES CREEK PKE & JACKMAN RD,JOELTON,TN,37080,2311,NORTH,36.3575,-86.8826,"(36.3575, -86.8826)",2018-01,2018,1
238164,20180084359,1/26/2018 6:26,1,1,0,,N,676834,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),US HWY 431 & LAWS RD,WHITES CREEK,TN,37189,3303,NORTH,36.2908,-86.8488,"(36.2908, -86.8488)",2018-01,2018,1
238489,20180094699,1/29/2018 18:50,1,0,0,,N,887592,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),COCKRILL BEND BLVD & TUFTING CT,NASHVILLE,TN,37209,4641,WEST,36.1717,-86.8867,"(36.1717, -86.8867)",2018-01,2018,1
238519,20180096646,1/30/2018 7:45,1,0,0,,N,343522,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),SAWYER BROWN RD & CEDAR PLACE ROW,NASHVILLE,TN,37221,4813,WEST,36.1006,-86.9318,"(36.1006, -86.9318)",2018-01,2018,1
238679,20180103051,1/31/2018 0:00,1,0,0,,N,197070,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,7,Dark-Unknown Lighting,50,DEER (ANIMAL),WHITES CREEK PKE & LAWS RD,WHITES CREEK,TN,37189,3305,NORTH,36.2876,-86.8432,"(36.2876, -86.8432)",2018-01,2018,1
238683,20180104576,2/1/2018 6:00,1,0,0,,N,226175,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),HIGHWAY 70 & BEVERLY HILLS DR,NASHVILLE,TN,37221,4713,WEST,36.0965,-87.0345,"(36.0965, -87.0345)",2018-02,2018,2
238890,20180111155,2/2/2018 0:00,1,0,0,,N,197070,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),OLD HICKORY BLVD & LICKTON PKE,WHITES CREEK,TN,37189,3227,NORTH,36.2736,-86.8173,"(36.2736, -86.8173)",2018-02,2018,2
238977,20180115158,2/4/2018 8:45,1,0,0,,N,179596,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,1,DAYLIGHT,50,DEER (ANIMAL),LITTLE MARROWBONE RD & BEAMAN PARK PVTDR,ASHLAND CITY,TN,37015,3343,NORTH,36.2737,-86.9009,"(36.2737, -86.9009)",2018-02,2018,2
239101,20180120899,2/6/2018 6:10,1,0,0,,N,405391,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),HIGHWAY 100 & OLD HARDING PKE,NASHVILLE,TN,37221,4807,WEST,36.0445,-86.956,"(36.0445, -86.956)",2018-02,2018,2
239300,20180126932,2/7/2018 22:30,1,0,0,,N,660929,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,42;50,TREE;DEER (ANIMAL),900 CLONMEL RD,NASHVILLE,TN,37220,7109,MIDTOW,36.0743,-86.7868,"(36.0743, -86.7868)",2018-02,2018,2
239723,20180138250,2/11/2018 0:00,1,0,0,,N,279221,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),BRICK CHURCH PKE & BELL GRIMES LN,NASHVILLE,TN,37207,2025,MADISO,36.2721,-86.7754,"(36.2721, -86.7754)",2018-02,2018,2
239871,20180145106,2/13/2018 19:45,1,0,0,,N,240943,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),OLD HICKORY BLVD & PETTUS RD,ANTIOCH,TN,37013,8767,SOUTH,36.0109,-86.6654,"(36.0109, -86.6654)",2018-02,2018,2
240092,20180153869,2/16/2018 7:28,1,0,0,,N,876577,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,1,DAYLIGHT,41;42;50,SHRUBBERY;TREE;DEER (ANIMAL),MT VIEW RD & RURAL HILL RD,ANTIOCH,TN,37013,8871,SOUTH,36.0484,-86.6574,"(36.0484, -86.6574)",2018-02,2018,2
240427,20180165048,2/20/2018 4:15,1,0,0,,N,332215,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),OLD HICKORY BLVD & CHICKERING CIR,NASHVILLE,TN,37221,6215,WEST,36.0512,-86.8831,"(36.0512, -86.8831)",2018-02,2018,2
241006,20180187080,2/26/2018 23:05,2,1,0,,N,405424,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),BELL RD & PRIEST WOODS DR,NASHVILLE,TN,37214,8989,HERMIT,36.1275,-86.6296,"(36.1275, -86.6296)",2018-02,2018,2
241009,20180187340,2/27/2018 0:40,1,0,0,,N,279217,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),WHITES CREEK PKE & SEYMOUR HOLLOW RD,WHITES CREEK,TN,37189,3305,NORTH,36.2917,-86.8505,"(36.2917, -86.8505)",2018-02,2018,2
241831,20180211386,3/6/2018 18:20,1,0,0,,N,240943,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),HOBSON PKE & PIN HOOK RD,ANTIOCH,TN,37013,8971,SOUTH,36.1202,-86.7312,"(36.1202, -86.7312)",2018-03,2018,3
242213,20180225771,3/10/2018 21:25,1,0,0,,N,633391,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),COCKRILL BEND BLVD & COCKRILL BEND CIR,NASHVILLE,TN,37209,4653,WEST,36.1782,-86.896,"(36.1782, -86.896)",2018-03,2018,3
242235,20180226583,3/11/2018 4:36,1,0,0,,N,161952,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),ASHLAND CITY HWY & PECAN VALLEY RD,NASHVILLE,TN,37218,3327,NORTH,36.2051,-86.9472,"(36.2051, -86.9472)",2018-03,2018,3
242237,20180226598,3/11/2018 6:57,1,0,0,,N,179602,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,4,DAWN,50,DEER (ANIMAL),OLD HICKORY BLVD & CLEECES FERRY RD,NASHVILLE,TN,37218,3235,NORTH,36.184,-86.9294,"(36.184, -86.9294)",2018-03,2018,3
242530,20180236079,3/14/2018 5:45,1,0,0,,N,226098,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),LICKTON PKE & OLD HICKORY BLVD,WHITES CREEK,TN,37189,3303,NORTH,36.3118,-86.7794,"(36.3118, -86.7794)",2018-03,2018,3
242641,20180239764,3/15/2018 5:50,1,0,0,,N,197437,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),RIDGE RD & HIGDON RD,JOELTON,TN,37080,3321,NORTH,36.1565,-86.7372,"(36.1565, -86.7372)",2018-03,2018,3
242746,20180243353,3/16/2018 6:47,1,0,0,,N,226098,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),WHITES CREEK PKE & SEYMOUR HOLLOW RD,WHITES CREEK,TN,37189,3305,NORTH,36.2917,-86.8505,"(36.2917, -86.8505)",2018-03,2018,3
242854,20180246351,3/17/2018 2:51,1,0,0,,N,212334,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),ASHLAND CITY HWY & OLD HICKORY BLVD,NASHVILLE,TN,37218,3235,NORTH,36.2115,-86.921,"(36.2115, -86.921)",2018-03,2018,3
242930,20180248952,3/17/2018 23:20,1,0,0,,N,240964,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),OLD HICKORY BLVD & CENTER ST,OLD HICKORY,TN,37138,9717,HERMIT,36.2252,-86.6256,"(36.2252, -86.6256)",2018-03,2018,3
243196,20180257559,3/20/2018 23:48,1,0,0,,N,166477,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,28,BLOWING SNOW,2,DARK - NOT LIGHTED,33;50;68;72,CURB;DEER (ANIMAL);Cross Center Line;EMBANKMENT ROCK/STONE/CONCRETE,EDGE O LAKE DR & DOVER GLEN PVTDR,ANTIOCH,TN,37013,8861,SOUTH,36.0745,-86.6478,"(36.0745, -86.6478)",2018-03,2018,3
243415,20180265387,3/23/2018 5:00,1,0,0,,N,179593,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),MURFREESBORO PKE & FOOTHILL DR,NASHVILLE,TN,37217,8815,HERMIT,36.1315,-86.7174,"(36.1315, -86.7174)",2018-03,2018,3
243723,20180276556,3/26/2018 23:32,1,0,0,Y,N,212310,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,2,DARK - NOT LIGHTED,32;34;50,CULVERT;DITCH;DEER (ANIMAL),RAWLINGS RD & EATONS CREEK RD,JOELTON,TN,37080,3329,NORTH,36.3113,-86.8798,"(36.3113, -86.8798)",2018-03,2018,3
244057,20180287208,3/30/2018 8:45,1,0,0,,N,179596,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,1,DAYLIGHT,50,DEER (ANIMAL),LITTLE MARROWBONE RD & EATONS CREEK RD,JOELTON,TN,37080,3319,NORTH,36.2745,-86.8981,"(36.2745, -86.8981)",2018-03,2018,3
244211,20180291959,3/31/2018 23:53,1,0,0,,N,279222,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),OLD HICKORY BLVD & GAUCHO ROAD PVTDR,NASHVILLE,TN,37221,6213,WEST,36.0543,-86.8997,"(36.0543, -86.8997)",2018-03,2018,3
244221,20180292227,4/1/2018 3:40,1,0,0,,N,332215,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),HIGHWAY 100 & PERCY WARNER BLVD,NASHVILLE,TN,37221,6211,WEST,36.0842,-86.8829,"(36.0842, -86.8829)",2018-04,2018,4
244222,20180292233,4/1/2018 3:45,1,0,0,,N,206672,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),STATE RT 45 & BURWOOD AV,MADISON,TN,37115,1703,MADISO,36.2639,-86.7021,"(36.2639, -86.7021)",2018-04,2018,4
244346,20180297399,4/3/2018 3:14,1,0,0,,N,212334,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),WHITES CREEK PKE & LAWS RD,WHITES CREEK,TN,37189,3305,NORTH,36.2876,-86.8432,"(36.2876, -86.8432)",2018-04,2018,4
